t,x,y,lum
71.25,-91.04079656,-14.75476897,195.7217452
71.29166667,-91.03248603,-14.12329838,196.3158254
71.33333333,-91.1113043,-13.7869722,197.2995079
71.375,-91.0887141,-13.14166327,197.0669051
71.45833333,-91.1114535,-12.12806945,197.590283
71.5,-91.16395491,-11.77635351,198.2967201
71.54166667,-91.05852753,-11.10162083,198.3402816
71.625,-91.03470695,-10.04956925,198.5063121
71.66666667,-91.03566299,-9.664574477,198.7623101
71.70833333,-90.96686483,-9.098738458,198.6875489
71.75,-90.94161206,-8.762291834,198.8587134
71.79166667,-90.89030308,-8.10305973,198.7578608
71.83333333,-90.82795848,-7.742252766,197.8240566
71.875,-90.79914113,-7.143840744,198.4080825
71.91666667,-90.73951651,-6.783895493,197.8489338
71.95833333,-90.50373953,-6.098763047,198.4240063
72,-90.34306697,-5.480960059,199.7825645
72.04166667,-90.04194416,-4.967727223,198.6400514
72.125,-89.77543228,-3.971237626,199.6641867
72.16666667,-89.46532976,-3.416979309,199.4765079
72.20833333,-89.07069498,-2.973447975,199.3002492
72.25,-88.91039062,-2.25792375,200.2114873
72.29166667,-88.73752085,-1.929979347,199.0723829
72.33333333,-88.40978345,-1.407233933,200.1290158
72.375,-87.96961247,-0.9926727374,199.1450032
72.41666667,-87.67940102,-0.5727880449,200.3699051
72.45833333,-87.29738543,-0.1521463664,200.0263067
72.5,-86.93915659,0.1643990363,200.4081651
72.54166667,-86.72406397,0.8300084007,200.9902555
72.58333333,-86.21296668,1.043788384,199.6593544
72.625,-85.90705173,1.390075995,200.4593683
72.66666667,-85.57974081,1.776446916,200.7831338
72.70833333,-85.04864675,2.00456347,200.6570289
72.75,-84.74415248,2.320750004,201.6890222
72.79166667,-84.37845315,2.640839467,201.6141497
72.83333333,-83.92074472,3.00123078,201.5559808
72.875,-83.30060215,3.283165396,201.6159019
72.91666667,-82.91044861,3.763844477,202.6321274
72.95833333,-82.31779853,3.944921546,201.7264272
73,-81.77859455,4.104432099,202.2990032
73.04166667,-81.07376471,4.331332353,202.6224637
73.08333333,-80.82787558,4.715156131,202.5080854
73.125,-80.08232882,4.947029609,202.2726899
73.16666667,-79.7621126,5.07828612,202.7766688
73.20833333,-79.05443661,5.138621408,203.1689684
73.25,-78.33659328,5.264388727,203.3817532
73.29166667,-77.83539988,5.417167534,203.8393578
73.33333333,-77.13352145,5.390134885,203.6369071
73.375,-76.85144957,5.639645627,203.9319073
73.41666667,-76.21461951,5.751780165,203.9090064
73.45833333,-75.73340521,5.921040954,203.8745949
73.5,-75.06637824,5.941007097,203.4596424
73.54166667,-74.75185759,5.994805575,203.2176561
73.58333333,-74.12895019,5.969853571,203.8661582
73.625,-73.82006044,6.017611848,203.6505937
73.66666667,-73.10304663,5.973651055,203.9674921
73.70833333,-72.68818303,5.98285439,203.7051624
73.75,-72.03791572,5.969934445,204.0252722
73.79166667,-71.71959309,5.94572609,203.6202215
73.83333333,-71.07241179,5.906614736,203.9331266
73.875,-70.7758768,5.887207622,204.536086
73.91666667,-70.06769397,5.841631348,204.4679211
73.95833333,-69.71113306,5.780773883,203.7327003
74,-69.15214034,5.739025386,203.6406857
74.04166667,-68.86069905,5.6826692,203.5157437
74.08333333,-68.25714539,5.550508309,203.6886159
74.125,-67.8962058,5.512683467,203.8848782
74.16666667,-67.32891877,5.449149228,204.2075434
74.20833333,-66.92653186,5.10268775,203.85675
74.25,-66.64160048,5.036885708,204.1908857
74.29166667,-66.15205516,4.949941113,203.8338675
74.33333333,-65.96212483,4.88990814,203.6821772
74.375,-65.75731095,4.765060059,203.195879
74.41666667,-65.3443391,4.667888478,203.2598139
74.45833333,-64.99103841,4.55924754,203.9241987
74.5,-64.75543968,4.360680485,204.0201115
74.54166667,-64.34311621,4.129722271,203.9661565
74.58333333,-63.98447335,3.987430411,204.5305968
74.625,-63.8800555,3.907144719,204.1090886
74.66666667,-63.68493085,3.820802022,204.1140566
74.70833333,-63.3772121,3.720225576,203.8978381
