t,x,y,lum
22.41666667,42.82951878,-45.10264894,199.6698571
22.45833333,42.44888571,-44.26480586,200.059123
22.5,42.14162237,-43.50940149,200.178109
22.54166667,42.0148673,-42.98038165,200.7167885
22.58333333,41.68237835,-42.2044418,200.0360127
22.625,41.2666713,-41.59959663,199.7896614
22.66666667,41.05581267,-40.98972239,201.1202652
22.70833333,40.85738678,-40.15353789,201.0177405
22.75,40.32580865,-39.45043073,200.2879209
22.79166667,40.14025481,-39.01744637,200.8732692
22.83333333,39.93162992,-38.29707666,201.0596032
22.875,39.61458757,-37.75762553,200.3810316
22.91666667,39.2649638,-37.10548853,200.8922724
22.95833333,39.07952859,-36.44279649,200.3633196
23,38.85657174,-36.04301096,200.4982013
23.04166667,38.25403968,-35.3159291,200.1705429
23.08333333,38.0532787,-34.91927192,201.8220541
23.125,37.77282753,-34.12084775,201.4732771
23.16666667,37.30975747,-33.49072449,200.7647595
23.20833333,37.0803251,-33.03770237,201.8255469
23.25,36.78578584,-32.34289897,200.8209841
23.29166667,36.32678168,-31.92969512,200.1884857
23.33333333,36.08851331,-31.18063193,201.8093165
23.375,35.71122494,-30.65985942,201.0257161
23.41666667,35.16820025,-30.13576162,200.7834679
23.45833333,34.91399707,-29.58515442,202.205347
23.5,34.45826078,-29.10281257,200.6922332
23.54166667,34.08860192,-28.30888671,201.6655942
23.58333333,33.8855808,-27.96861861,201.3708006
23.625,33.35837727,-27.2713289,200.4557166
23.66666667,33.04619041,-26.99870046,200.7068205
23.70833333,32.59028786,-26.35553795,201.9628544
23.75,32.129234,-25.97808778,201.7378147
23.79166667,31.89382446,-25.16629782,202.0766146
23.83333333,31.26820224,-24.60343543,200.8197382
23.875,31.0564252,-24.1370777,202.0114824
23.91666667,30.65391512,-23.77424572,200.7634905
23.95833333,30.14968729,-23.13851201,202.2322222
24,29.48409925,-22.43738577,201.9925773
24.04166667,29.08941511,-22.05172085,201.1451981
24.08333333,28.67033408,-21.34288254,202.3794873
24.125,28.1729396,-20.97322185,201.5811571
24.16666667,27.74605511,-20.31547969,201.7278576
24.20833333,27.18601449,-19.82662073,201.8922548
24.25,26.6877239,-19.13673735,201.5759272
24.29166667,26.14561776,-18.64388473,201.0911429
24.33333333,25.81075061,-18.18808738,201.4354618
24.375,25.21477289,-17.73464141,201.6208861
